,Address,Beds,Type,Cost,Square Footage,Cost Per Sq Ft,Change in Price,High Estimate,Low Estimate,Date Last Updated,Estimate Range
50,"959 1st Ave # 18D, New York, NY",2,Condominium,2898776,1370,2115.894891,-52612,3043715,2753837,7/26/18,289878
